Label,Image URI,Plate Number,Provider
Plate Number 764. Fish hawk flying,https://api.nga.gov/iiif/1575ca32-5853-4f7c-8a5e-2541eabaa8c9/info.json,764,National Gallery of Art
Plate Number 765. Vulture flying,https://api.nga.gov/iiif/f4665245-0378-44bb-aa95-adf6ff49c2ac/info.json,765,National Gallery of Art
Plate Number 766. Vulture flying,https://api.nga.gov/iiif/d2bc5490-e3cc-4e1c-8487-ec2a62465e86/info.json,766,National Gallery of Art
Plate Number 767. Vulture flying,https://api.nga.gov/iiif/3cc8e71a-cd1e-4566-af82-4bfc480bf4e7/info.json,767,National Gallery of Art
Plate Number 768. Vulture flying,https://api.nga.gov/iiif/a2258af3-6b6e-44b4-8f01-ce95049dbdb0/info.json,768,National Gallery of Art
Plate Number 769. American eagle flying,https://api.nga.gov/iiif/14ba5e56-7c5b-4dcd-a19b-2942cb93a766/info.json,769,National Gallery of Art
Plate Number 770. American eagle flying near the ground,https://api.nga.gov/iiif/8e628e55-787f-4f1d-99ea-15b7a1634c36/info.json,770,National Gallery of Art
Plate Number 771. American eagle flying near the ground,https://api.nga.gov/iiif/a7b090a8-0ae2-4def-b19b-62b67f5759e8/info.json,771,National Gallery of Art
Plate Number 772. Ostrich walking,https://api.nga.gov/iiif/da79d2fd-e057-487f-ba73-e2012ddfe3cf/info.json,772,National Gallery of Art
Plate Number 773. Ostrich running,https://api.nga.gov/iiif/c50dd436-6860-4562-8f7b-bbeb8c01510f/info.json,773,National Gallery of Art
Plate Number 774. Adjutant walking,https://api.nga.gov/iiif/d9d48588-aabc-47ac-bc71-8954627c2b18/info.json,774,National Gallery of Art
"Plate Number 775.  Adjutant, flying run",https://api.nga.gov/iiif/4ed5be5a-9527-415c-94ab-09eda5454ec3/info.json,775,National Gallery of Art
"Plate Number 776. Storks, swans, etc.",https://api.nga.gov/iiif/420f7769-91d0-43a4-98c2-3156292af2ed/info.json,776,National Gallery of Art
"Plate Number 777. Storks, swans, etc.",https://api.nga.gov/iiif/83e0712c-d646-40b9-93e9-5e0a37eadeb9/info.json,777,National Gallery of Art
"Plate Number 778. Storks, swans, etc.",https://api.nga.gov/iiif/6a8d3ac9-bbf9-4f1f-b0bd-c5280d2fa3aa/info.json,778,National Gallery of Art
"Plate Number 779. Storks, swans, etc.",https://api.nga.gov/iiif/691b4fad-3004-4679-99cf-2a96b9a61523/info.json,779,National Gallery of Art
"Plate Number 780. Storks, swans, etc.",https://api.nga.gov/iiif/83ebbdd6-748b-45b6-93d7-d807cdcc2263/info.json,780,National Gallery of Art
Plate Number 781. Chickens scared by a torpedo,https://api.nga.gov/iiif/737c883c-678c-4c75-a1af-284f0eb683df/info.json,781,National Gallery of Art
